day,average_trip_distance,total_fare_amount,trip_count,peak_hour
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-01,52.15421838177534,20361.609999999993,1273,15
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999997,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-02,54.196293333333344,21448.609999999993,1500,17
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747854,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.86999999998,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.86999999998,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-03,71.88290308747852,30798.86999999998,2332,15
2022-01-03,71.88290308747852,30798.869999999984,2332,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-04,78.08667898383382,30469.20999999999,2165,15
2022-01-05,86.8058521469677,30853.42999999999,2259,11
